KUNNR	HKUNNR
0000104506	0009000027
0000104507	0009000027
0000104508	0009000027
0000104509	0009000109
0000104510	0009000109
0000104511	0009000109
0000104512	0009000109
0000104513	0009000109
0000104517	0009000190
0000104518	0009000084
0000104519	0009000151
0000104520	0009000050
0000104521	0009000084
0000104522	0009000225
0000104523	0009000050
0000104524	0009000109
0000104525	0009000109
0000104526	0009000109
0000104527	0009000109
0000104528	0009000109
0000104529	0009000109
0000104530	0009000109
0000104531	0009000050
0000104533	0009000084
0000104534	0009000190
0000104535	0009000033
0000104536	0009000151
0000104537	0009000050
0000104539	0009000225
0000104540	0009000084
0000104541	0009000109
0000104542	0009000084
0000104543	0009000084
0000104544	0009000084
0000104545	0009000084
0000104546	0009000084
0000104547	0009000050
0000104549	0009000250
0000104550	0009000190
0000104551	0009000075
0000104552	0009000151
0000104553	0009000020
0000104555	0009000225
0000104556	0009000236
0000104559	0009000018
0000104560	0009000109
0000104561	0009000052
0000104562	0009000275
0000104563	0009000083
0000104564	0009000084
0000104565	0009000147
0000104566	0009000190
0000104567	0009000018
0000104568	0009000151
0000104569	0009000084
0000104570	0009000084
0000104571	0009000225
0000104572	0009000084
0000104573	0009000052
0000104574	0009000050
0000104575	0009000135
0000104576	0009000135
0000104577	0009000275
0000104578	0009000051
0000104579	0009000052
0000104580	0009000027
0000104581	0009000185
0000104582	0009000190
0000104583	0009000130
0000104584	0009000047
0000104585	0009000050
0000104587	0009000225
0000104588	0009000135
0000104589	0009000109
0000104590	0009000185
0000104591	0009000147
0000104592	0009000149
0000104594	0009000083
0000104595	0009000050
0000104597	0009000270
0000104598	0009000190
0000104599	0009000018
0000104600	0009000181
0000104614	0009000190
0000104615	0009000185
0000104616	0009000083
0000104617	0009000050
0000104622	0009000084
0000104623	0009000130
0000104624	0009000109
0000104625	0009000059
0000104626	0009000084
0000104627	0009000059
0000104628	0009000059
0000104629	0009000059
0000104630	0009000190
0000104631	0009000185
0000104632	0009000149
0000104633	0009000049
0000104634	0009000084
0000104635	0009000225
0000104636	0009000031
0000104638	0009000084
0000104640	0009000027
0000104641	0009000018
0000104643	0009000109
0000104645	0009000084
0000104646	0009000190
0000104647	0009000185
0000104648	0009000084
0000104650	0009000066
0000104652	0009000050
0000104653	0009000033
0000104654	0009000033
0000104655	0009000084
0000104656	0009000033
0000104657	0009000033
0000104658	0009000033
0000104659	0009000033
0000104660	0009000033
0000104661	0009000033
0000104662	0009000033
0000104663	0009000190
0000104664	0009000109
0000104665	0009000050
0000104666	0009000052
0000104667	0009000050
0000104668	0009000225
0000104670	0009000033
0000104671	0009000033
0000104672	0009000250
0000104673	0009000083
0000104674	0009000083
0000104676	0009000185
0000104677	0009000185
0000104678	0009000050
0000104679	0009000236
0000104680	0009000190
0000104681	0009000133
0000104682	0009000045
0000104683	0009000052
0000104684	0009000084
0000104686	0009000084
0000104687	0009000130
0000104688	0009000109
0000104689	0009000030
0000104691	0009000049
0000104692	0009000109
0000104694	0009000084
0000104695	0009000124
0000104696	0009000190
0000104697	0009000109
0000104699	0009000084
0000104701	0009000225
0000104702	0009000141
0000104703	0009000084
0000104706	0009000084
0000104707	0009000084
0000104708	0009000084
0000104709	0009000185
0000104710	0009000124
0000104711	0009000124
0000104712	0009000190
0000104713	0009000109
0000104714	0009000084
0000104715	0009000027
0000104716	0009000109
0000104717	0009000225
0000104718	0009000049
0000104719	0009000147
0000104720	0009000033
0000104721	0009000149
0000104722	0009000109
0000104723	0009000084
0000104725	0009000124
0000104726	0009000124
0000104727	0009000124
0000104728	0009000190
0000104729	0009000084
0000104730	0009000083
0000104731	0009000084
0000104732	0009000109
0000104733	0009000109
0000104734	0009000147
0000104735	0009000075
0000104736	0009000130
0000104737	0009000130
0000104738	0009000109
0000104739	0009000033
0000104740	0009000280
0000104741	0009000124
0000104742	0009000124
0000104743	0009000124
0000104744	0009000190
0000104745	0009000048
0000104746	0009000130
0000104747	0009000084
0000104749	0009000225
0000104750	0009000084
0000104751	0009000084
0000104752	0009000050
0000104753	0009000109
0000104754	0009000084
0000104755	0009000084
0000104756	0009000050
0000104757	0009000124
0000104758	0009000124
0000104759	0009000124
0000104760	0009000190
0000104761	0009000112
0000104762	0009000050
0000104763	0009000075
0000104764	0009000084
0000104767	0009000050
0000104768	0009000084
0000104769	0009000084
0000104770	0009000109
0000104771	0009000027
0000104772	0009000185
0000104773	0009000124
0000104774	0009000124
0000104775	0009000124
0000104776	0009000190
0000104777	0009000112
0000104778	0009000050
0000104779	0009000050
0000104782	0009000124
0000104783	0009000124
0000104784	0009000124
0000104785	0009000124
0000104786	0009000124
0000104787	0009000124
0000104788	0009000124
0000104789	0009000124
0000104790	0009000124
0000104791	0009000124
0000104792	0009000190
0000104793	0009000097
0000104794	0009000206
0000104795	0009000149
0000104797	0009000290
0000104798	0009000124
0000104799	0009000124
0000104800	0009000124
0000104801	0009000124
0000104802	0009000124
0000104803	0009000124
0000104804	0009000124
0000104805	0009000270
0000104807	0009000097
0000104808	0009000190
0000104809	0009000050
0000104810	0009000206
0000104811	0009000149
0000104812	0009000084
0000104814	0009000097
0000104815	0009000097
0000104816	0009000097
0000104817	0009000050
0000104818	0009000097
0000104819	0009000315
0000104821	0009000052
0000104822	0009000149
0000104823	0009000149
0000104824	0009000149
0000104825	0009000190
0000104826	0009000050
0000104828	0009000084
0000104829	0009000084
0000104832	0009000052
0000104838	0009000149
0000104839	0009000084
0000104840	0009000084
0000104841	0009000027
0000104842	0009000190
0000104843	0009000084
0000104845	0009000084
0000104848	0009000084
0000104849	0009000084
0000104850	0009000261
0000104852	0009000084
0000104853	0009000084
0000104854	0009000084
0000104855	0009000084
0000104856	0009000084
0000104857	0009000084
0000104858	0009000190
0000104859	0009000084
0000104860	0009000123
0000104864	0009000084
0000104865	0009000084
0000104866	0009000084
0000104867	0009000084
0000104868	0009000084
0000104869	0009000084
0000104870	0009000084
0000104871	0009000084
0000104872	0009000084
0000104873	0009000084
0000104874	0009000190
0000104875	0009000123
0000104876	0009000049
0000104880	0009000084
0000104881	0009000084
0000104882	0009000084
0000104883	0009000097
0000104884	0009000109
0000104885	0009000109
0000104886	0009000084
0000104887	0009000149
0000104888	0009000149
0000104889	0009000115
0000104890	0009000190
0000104891	0009000048
0000104892	0009000049
0000104895	0009000084
0000104897	0009000148
0000104899	0009000185
0000104900	0009000185
0000104901	0009000109
0000104902	0009000109
0000104903	0009000109
0000104904	0009000109
0000104906	0009000190
0000104909	0009000050
0000104913	0009000109
0000104914	0009000109
0000104915	0009000109
0000104916	0009000109
0000104917	0009000109
0000104918	0009000109
0000104919	0009000109
0000104920	0009000135
0000104921	0009000109
0000104922	0009000141
0000104923	0009000141
0000104924	0009000141
0000104925	0009000141
0000104926	0009000141
0000104927	0009000141
0000104928	0009000141
0000104929	0009000141
0000104930	0009000141
0000104931	0009000141
0000104932	0009000361
0000104934	0009000109
0000104935	0009000033
0000104936	0009000083
0000104937	0009000280
0000104938	0009000280
0000104939	0009000285
0000104940	0009000285
0000104941	0009000147
0000104942	0009000109
0000104943	0009000109
0000104944	0009000109
0000104950	0009000185
0000104951	0009000185
0000104952	0009000130
0000104979	0009000290
0000104993	0009000135
0000104994	0009000109
0000104995	0009000109
0000104996	0009000109
0000104999	0009000149
0000105000	0009000109
0000105001	0009000035
0000105003	0009000112
0000105004	0009000109
0000105005	0009000109
0000105006	0009000301
0000105007	0009000084
0000105008	0009000027
0000105023	0009000133
0000105030	0009000112
0000105031	0009000084
0000105032	0009000109
0000105033	0009000066
0000105035	0009000135
0000105036	0009000135
0000105037	0009000135
0000105038	0009000135
0000105039	0009000135
0000105040	0009000305
0000105041	0009000305
0000105042	0009000305
0000105043	0009000305
0000105044	0009000305
0000105045	0009000305
0000105046	0009000305
0000105047	0009000305
0000105048	0009000305
0000105049	0009000305
0000105050	0009000305
0000105051	0009000305
0000105053	0009000305
0000105054	0009000305
0000105055	0009000305
0000105056	0009000305
0000105057	0009000305
0000105058	0009000305
0000105059	0009000305
0000105060	0009000305
0000105061	0009000305
0000105062	0009000305
0000105063	0009000305
0000105064	0009000305
0000105065	0009000305
0000105066	0009000305
0000105067	0009000305
0000105068	0009000305
0000105069	0009000305
0000105070	0009000305
0000105071	0009000305
0000105072	0009000305
0000105073	0009000305
0000105074	0009000305
0000105075	0009000305
0000105076	0009000305
0000105077	0009000305
0000105078	0009000305
0000105079	0009000305
0000105080	0009000305
0000105081	0009000305
0000105082	0009000305
0000105083	0009000305
0000105084	0009000305
0000105085	0009000305
0000105086	0009000305
0000105087	0009000305
0000105088	0009000305
0000105089	0009000305
0000105090	0009000305
0000105091	0009000305
0000105092	0009000305
0000105093	0009000305
0000105094	0009000305
0000105095	0009000305
0000105096	0009000305
0000105097	0009000305
0000105098	0009000305
0000105099	0009000305
0000105100	0009000305
0000105101	0009000305
0000105102	0009000305
0000105103	0009000305
0000105104	0009000305
0000105105	0009000305
0000105106	0009000305
0000105107	0009000305
0000105108	0009000305
0000105109	0009000305
0000105110	0009000305
0000105112	0009000109
0000105113	0009000109
0000105115	0009000280
0000105116	0009000109
0000105118	0009000135
0000105119	0009000109
0000105120	0009000050
0000105124	0009000310
0000105126	0009000230
0000105128	0009000325
0000105129	0009000325
0000105132	0009000097
0000105133	0009000066
0000105135	0009000112
0000105136	0009000084
0000105137	0009000185
0000105138	0009000185
0000105139	0009000130
0000105142	0009000068
0000105143	0009000109
0000105144	0009000305
0000105146	0009000315
0000105147	0009000033
0000105148	0009000049
0000105149	0009000290
0000105152	0009000320
0000105155	0009000315
0000105156	0009000336
0000105157	0009000336
0000105160	0009000051
0000105161	0009000310
0000105162	0009000049
0000105164	0009000066
0000105165	0009000066
0000105166	0009000066
0000105167	0009000066
0000105169	0009000331
0000105171	0009000027
0000105172	0009000027
0000105174	0009000097
0000105175	0009000109
0000105178	0009000149
0000105179	0009000149
0000105180	0009000315
0000105182	0009000084
0000105183	0009000049
0000105184	0009000050
0000105185	0009000084
0000105186	0009000102
0000105187	0009000050
0000105188	0009000122
0000105189	0009000050
0000105191	0009000050
0000105192	0009000112
0000105193	0009000097
0000105194	0009000102
0000105196	0009000149
0000105197	0009000149
0000105204	0009000084
0000105206	0009000315
0000105207	0009000102
0000105208	0009000102
0000105209	0009000018
0000105210	0009000018
0000105211	0009000033
0000105212	0009000033
0000105213	0009000084
0000105214	0009000084
0000105216	0009000027
0000105217	0009000048
0000105219	0009000230
0000105220	0009000230
0000105221	0009000050
0000105222	0009000109
0000105223	0009000050
0000105224	0009000050
0000105225	0009000066
0000105228	0009000149
0000105229	0009000050
0000105230	0009000084
0000105231	0009000084
0000105232	0009000050
0000105233	0009000147
0000105234	0009000050
0000105235	0009000084
0000105238	0009000027
0000105239	0009000027
0000105240	0009000050
0000105241	0009000018
0000105244	0009000325
0000105245	0009000075
0000105246	0009000052
0000105247	0009000033
0000105248	0009000049
0000105250	0009000050
0000105251	0009000084
0000105252	0009000084
0000105253	0009000315
0000105255	0009000185
0000105256	0009000185
0000105257	0009000084
0000105258	0009000130
0000105259	0009000130
0000105261	0009000109
0000105262	0009000109
0000105263	0009000109
0000105264	0009000066
0000105265	0009000109
0000105266	0009000331
0000105267	0009000050
0000105268	0009000147
